,name,year,team,position,war,g,ts,ab,r1,h,b2,b3,hr,tb,rbi,sb,cs,bb,hbp,bb4,so,gdp,ht,hb,avg,obp,slg,ops,birthday,height,weight,age
3708,최승환,2007,LG,C,0.01,22,23,20,1,5,1,0,0,6,0,0,0,1,0,0,1,0,2,0,0.25,0.28600000000000003,0.3,0.586,1978-02-25,185cm,100kg,28
3709,최승환,2004,LG,C,-0.05,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.2,0.0,0.2,1978-02-25,185cm,100kg,25
3710,최승환,2013,한화,C,-0.14,10,16,14,0,1,0,0,0,1,0,0,0,2,0,0,4,2,0,0,0.071,0.188,0.071,0.259,1978-02-25,185cm,100kg,34
3711,최승환,2011,두산,C,-0.18,17,37,33,1,4,0,0,1,7,5,0,0,2,1,0,6,2,1,0,0.121,0.19399999999999998,0.212,0.40700000000000003,1978-02-25,185cm,100kg,32
3712,김원석,2017,한화,RF,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5,0,59,3,2,0,0.27699999999999997,0.32899999999999996,0.467,0.795,1989-10-29,182cm,83kg,27
3713,김원석,2016,한화,RF,-0.02,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.25,0.33299999999999996,0.25,0.583,1989-10-29,182cm,83kg,26
3714,이원재,2018,NC,LF,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,0.304,0.34700000000000003,0.486,0.8320000000000001,1988-12-01,187cm,81kg,29
3715,이원재,2018,NC,LF,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,0.304,0.34700000000000003,0.486,0.8320000000000001,1989-05-20,186cm,86kg,28
3716,이원재,2019,NC,1B,0.17,94,285,256,31,66,11,0,8,101,36,1,2,20,1,0,47,5,5,3,0.258,0.311,0.395,0.705,1988-12-01,187cm,81kg,30
3717,이원재,2019,NC,1B,0.17,94,285,256,31,66,11,0,8,101,36,1,2,20,1,0,47,5,5,3,0.258,0.311,0.395,0.705,1989-05-20,186cm,86kg,29
3718,이원재,2017,NC,,-0.11,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1988-12-01,187cm,81kg,28
3719,이원재,2017,NC,,-0.11,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989-05-20,186cm,86kg,27
3720,박노민,2011,한화,C,0.47,37,81,72,10,18,3,0,2,27,11,1,0,6,1,0,16,1,2,0,0.25,0.317,0.375,0.6920000000000001,1985-08-18,182cm,93kg,25
3721,박노민,2009,한화,C,0.3,46,100,93,8,21,3,0,5,39,14,1,0,5,1,0,33,1,1,0,0.226,0.273,0.419,0.6920000000000001,1985-08-18,182cm,93kg,23
3722,박노민,2015,한화,,0.03,23,26,24,1,8,0,0,0,8,4,0,0,2,0,0,11,0,0,0,0.33299999999999996,0.385,0.33299999999999996,0.718,1985-08-18,182cm,93kg,29
3723,박노민,2010,한화,C,0.01,21,39,37,3,7,3,0,1,13,2,0,0,1,1,0,16,1,0,0,0.18899999999999997,0.231,0.35100000000000003,0.5820000000000001,1985-08-18,182cm,93kg,24
3724,박노민,2016,한화,,0.01,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1985-08-18,182cm,93kg,30
3725,박노민,2012,한화,C,-0.01,19,47,41,1,7,1,0,0,8,2,0,0,6,0,0,13,1,0,0,0.171,0.27699999999999997,0.195,0.47200000000000003,1985-08-18,182cm,93kg,26
3726,박노민,2014,한화,,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1985-08-18,182cm,93kg,28
3727,박노민,2013,한화,C,-0.08,27,68,64,4,14,4,0,0,18,7,1,0,2,0,0,23,2,2,0,0.21899999999999997,0.242,0.281,0.524,1985-08-18,182cm,93kg,27
3728,박노민,2004,한화,C,-0.08,4,9,9,1,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0.111,0.111,0.111,0.222,1985-08-18,182cm,93kg,18
3729,박노민,2005,한화,C,-0.12,9,10,10,1,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0.1,0.1,0.1,0.2,1985-08-18,182cm,93kg,19
3730,윌리엄슨,2019,삼성,RF,0.46,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,0.273,0.327,0.409,0.737,1990-07-15,193cm,107kg,28
3731,윤정우,2016,KIA,RF,0.46,46,82,67,20,20,5,0,2,31,13,6,1,5,7,0,15,2,2,1,0.299,0.4,0.46299999999999997,0.863,1988-05-12,188cm,85kg,27
3732,윤정우,2018,SK,LF,-0.02,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,0.25,0.302,0.375,0.677,1988-05-12,188cm,85kg,29
3733,윤정우,2011,KIA,CF,-0.16,29,18,16,4,1,1,0,0,2,0,3,0,1,0,0,9,0,1,0,0.063,0.11800000000000001,0.125,0.243,1988-05-12,188cm,85kg,22
3734,윤정우,2012,LG,LF,-0.28,29,21,21,4,2,0,0,0,2,0,4,1,0,0,0,7,1,0,0,0.095,0.095,0.095,0.191,1988-05-12,188cm,85kg,23
3735,한성구,2012,KIA,C,0.45,17,33,30,1,11,4,0,0,15,4,0,0,2,0,0,7,0,1,0,0.36700000000000005,0.406,0.5,0.9059999999999999,1988-09-14,185cm,85kg,23
3736,안태영,2014,넥센,DH,0.44,41,80,63,12,17,6,0,1,26,9,1,0,7,10,0,21,3,0,0,0.27,0.425,0.413,0.838,1985-03-15,186cm,93kg,28
3737,안태영,2013,넥센,1B,0.33,12,37,34,3,12,2,0,1,17,3,0,0,1,2,0,14,0,0,0,0.353,0.405,0.5,0.905,1985-03-15,186cm,93kg,27
3738,황윤호,2019,KIA,2B,0.43,57,130,123,9,37,5,2,1,49,9,2,2,5,0,0,12,2,1,1,0.301,0.326,0.39799999999999996,0.7240000000000001,1993-09-22,177cm,78kg,25
3739,황윤호,2015,NC,SS,-0.07,10,6,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998,1993-09-22,177cm,78kg,21
3740,황윤호,2017,NC,2B,-0.15,36,17,15,8,2,0,1,0,4,0,0,0,1,1,0,4,0,0,0,0.133,0.235,0.267,0.502,1993-09-22,177cm,78kg,23
3741,황윤호,2016,NC,3B,-0.17,33,12,12,7,1,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0.083,0.083,0.083,0.16699999999999998,1993-09-22,177cm,78kg,22
3742,황윤호,2018,KIA,SS,-0.7,82,62,57,11,9,1,0,0,10,4,2,2,0,3,0,6,2,2,0,0.158,0.2,0.175,0.375,1993-09-22,177cm,78kg,24
3743,김주성,1996,한화,SS,0.43,68,116,104,11,26,4,0,1,33,7,2,0,8,0,0,25,2,3,1,0.25,0.301,0.317,0.618,1998-01-30,180cm,81kg,-3
3744,김주성,1994,쌍방울,,0.2,64,95,89,9,23,3,1,0,28,8,0,0,5,0,0,17,3,1,0,0.258,0.298,0.315,0.613,1998-01-30,180cm,81kg,-5
3745,김주성,2017,LG,3B,0.05,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1998-01-30,180cm,81kg,18
3746,김주성,1995,쌍방울,,-0.09,39,74,63,8,15,2,0,0,17,4,1,3,6,0,0,12,1,5,0,0.23800000000000002,0.304,0.27,0.574,1998-01-30,180cm,81kg,-4
3747,김다원,2014,KIA,RF,0.42,86,210,189,21,51,13,1,5,81,17,2,2,12,5,0,53,3,3,1,0.27,0.32899999999999996,0.429,0.757,1985-09-17,185cm,88kg,28
3748,김다원,2016,KIA,RF,0.22,25,47,43,3,13,2,0,1,18,6,0,0,2,2,0,15,1,0,0,0.302,0.36200000000000004,0.419,0.78,1985-09-17,185cm,88kg,30
3749,김다원,2015,KIA,LF,0.06,108,274,245,31,60,9,0,5,84,30,1,0,15,12,0,67,8,0,2,0.245,0.318,0.34299999999999997,0.66,1985-09-17,185cm,88kg,29
3750,김다원,2011,KIA,RF,-0.18,19,10,9,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0.0,0.1,0.0,0.1,1985-09-17,185cm,88kg,25
3751,김다원,2010,한화,KRF,-0.4,45,60,56,9,8,0,0,2,14,2,1,0,2,2,0,19,2,0,0,0.14300000000000002,0.2,0.25,0.45,1985-09-17,185cm,88kg,24
3752,김준태,2016,롯데,C,0.39,68,144,120,12,33,3,1,2,44,16,0,0,22,0,1,42,0,1,1,0.275,0.385,0.36700000000000005,0.7509999999999999,1994-07-31,175cm,91kg,21
3753,김준태,2013,롯데,C,0.03,4,6,6,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1994-07-31,175cm,91kg,18
3754,김준태,2015,롯데,C,-0.32,27,31,26,0,4,0,0,0,4,0,0,0,4,0,0,12,1,1,0,0.154,0.267,0.154,0.42100000000000004,1994-07-31,175cm,91kg,20
3755,김준태,2019,롯데,C,-0.44,43,104,88,10,14,3,0,0,17,8,0,0,12,2,0,23,1,2,0,0.159,0.275,0.193,0.46799999999999997,1994-07-31,175cm,91kg,24
3756,신성현,2016,한화,3B,0.38,89,184,158,30,44,8,0,8,76,24,0,4,15,5,0,54,3,6,0,0.278,0.36,0.48100000000000004,0.841,1990-10-19,183cm,85kg,25
3757,신성현,2019,두산,1B,0.07,35,54,41,9,8,0,0,1,11,6,0,0,10,1,0,14,0,0,2,0.195,0.35200000000000004,0.268,0.62,1990-10-19,183cm,85kg,28
3758,신성현,2015,한화,3B,-0.07,64,117,102,17,23,3,0,4,38,17,0,0,13,0,0,44,0,2,0,0.225,0.313,0.373,0.6859999999999999,1990-10-19,183cm,85kg,24
3759,신성현,2018,두산,1B,-0.21,16,27,24,5,4,0,0,1,7,2,0,0,2,0,0,9,1,0,1,0.16699999999999998,0.222,0.292,0.514,1990-10-19,183cm,85kg,27
3760,신성현,2017,한화,두1B,-0.6,34,72,67,5,11,2,1,1,18,7,1,0,2,1,0,21,2,1,1,0.16399999999999998,0.19699999999999998,0.26899999999999996,0.466,1990-10-19,183cm,85kg,26
3761,김성태,1995,태평양,C,0.36,58,161,146,12,33,6,1,0,41,18,4,3,10,1,0,25,3,3,1,0.226,0.27899999999999997,0.281,0.5589999999999999,1982-01-03,185cm,75kg,13
3763,김성태,1997,현대,C,-0.02,8,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,1982-01-03,185cm,75kg,15
3764,김성태,1994,태평양,C,-0.08,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1982-01-03,185cm,75kg,12
3765,하준호,2015,롯데,kRF,0.36,80,279,248,33,64,10,0,6,92,26,10,3,21,7,1,73,2,2,1,0.258,0.332,0.371,0.703,1989-04-29,174cm,78kg,25
3766,하준호,2014,롯데,LF,0.16,31,88,73,18,17,5,0,1,25,11,1,1,8,6,0,29,0,1,0,0.233,0.35600000000000004,0.342,0.6990000000000001,1989-04-29,174cm,78kg,24
3768,하준호,2018,KIA,LF,-0.35,15,26,22,2,3,1,0,1,7,2,0,0,0,0,0,14,0,4,0,0.136,0.136,0.318,0.455,1989-04-29,174cm,78kg,28
3769,하준호,2017,KT,LF,-0.38,101,226,196,31,44,11,1,3,66,18,9,5,21,4,0,57,3,4,1,0.22399999999999998,0.311,0.337,0.648,1989-04-29,174cm,78kg,27
3770,하준호,2016,KT,LF,-0.61,94,217,187,26,41,5,0,3,55,15,12,4,20,5,0,63,3,4,1,0.21899999999999997,0.31,0.294,0.604,1989-04-29,174cm,78kg,26
3771,김찬형,2019,NC,SS,0.36,76,154,141,16,39,4,2,1,50,12,3,4,6,4,0,21,1,2,1,0.27699999999999997,0.322,0.355,0.677,1997-12-29,182cm,80kg,21
3772,김찬형,2018,NC,SS,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,0.23199999999999998,0.308,0.289,0.597,1997-12-29,182cm,80kg,20
3773,김찬형,2017,NC,SS,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1997-12-29,182cm,80kg,19
3774,윤해진,2012,KIA,SS,0.35,68,101,90,17,24,2,0,0,26,6,5,3,6,2,0,22,2,3,0,0.267,0.327,0.289,0.615,1989-02-25,178cm,84kg,22
3775,윤해진,2014,KIA,2B,0.14,5,3,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1989-02-25,178cm,84kg,24
3776,윤해진,2019,KIA,3B,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1989-02-25,178cm,84kg,29
3777,윤해진,2015,KIA,SS,-0.21,28,38,35,4,6,1,0,1,10,2,0,0,0,1,0,8,0,1,1,0.171,0.18899999999999997,0.28600000000000003,0.475,1989-02-25,178cm,84kg,25
3778,윤해진,2016,KIA,2B,-0.24,34,34,30,5,5,0,0,1,8,2,0,0,2,0,0,6,0,1,1,0.16699999999999998,0.212,0.267,0.479,1989-02-25,178cm,84kg,26
3779,윤해진,2013,KIA,SS,-0.46,47,59,54,11,8,1,0,0,9,4,3,2,2,1,0,15,1,2,0,0.14800000000000002,0.193,0.16699999999999998,0.36,1989-02-25,178cm,84kg,23
3780,류승현,2018,KIA,3B,0.34,35,85,75,9,23,3,1,1,31,13,0,0,7,1,0,12,2,1,1,0.307,0.369,0.413,0.782,1997-07-01,176cm,84kg,20
3781,류승현,2019,KIA,1B,0.05,57,163,150,14,38,8,1,0,48,14,3,2,9,4,0,29,3,0,0,0.253,0.313,0.32,0.633,1997-07-01,176cm,84kg,21
3782,로니,2017,LG,1B,0.34,23,93,79,7,22,5,0,3,36,12,0,0,11,1,1,14,1,0,2,0.278,0.366,0.456,0.821,1984-05-07,190cm,106kg,32
3783,김용우,2007,LG,DH,0.34,41,61,50,3,15,1,1,0,18,3,0,0,9,2,1,4,2,0,0,0.3,0.426,0.36,0.7859999999999999,1979-09-12,180cm,83kg,27
3784,김용우,2003,LG,,0.28,45,84,73,8,18,3,0,1,24,10,2,1,9,2,0,20,1,0,0,0.247,0.345,0.32899999999999996,0.674,1979-09-12,180cm,83kg,23
3785,김용우,2009,SK,,0.09,4,3,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0.5,0.667,1.0,1.6669999999999998,1979-09-12,180cm,83kg,29
3786,김용우,2008,LG,,-0.03,25,31,26,2,4,1,0,1,8,4,0,0,3,1,0,7,0,0,1,0.154,0.258,0.308,0.5660000000000001,1979-09-12,180cm,83kg,28
3787,김용우,2002,LG,,-0.05,9,8,7,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1979-09-12,180cm,83kg,22
3788,김용우,2004,LG,,-0.05,11,10,7,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0.0,0.3,0.0,0.3,1979-09-12,180cm,83kg,24
3789,신범수,2019,KIA,C,0.34,39,65,57,4,12,5,0,2,23,7,0,0,7,1,0,14,1,0,0,0.21100000000000002,0.308,0.40399999999999997,0.711,1998-01-25,177cm,0kg,20
3790,신범수,2018,KIA,C,-0.2,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,0.16,0.154,0.32,0.474,1998-01-25,177cm,0kg,19
3791,한승택,2018,KIA,C,0.33,61,101,89,10,22,6,0,3,37,15,0,0,7,2,0,24,4,3,0,0.247,0.316,0.41600000000000004,0.732,1994-06-21,174cm,83kg,23
3792,한승택,2019,KIA,C,0.27,105,288,251,22,56,9,1,3,76,27,1,0,27,1,1,82,8,7,2,0.223,0.299,0.303,0.602,1994-06-21,174cm,83kg,24
3793,한승택,2017,KIA,C,-0.09,96,91,83,7,19,2,1,0,23,7,0,0,6,1,0,25,1,1,0,0.22899999999999998,0.289,0.27699999999999997,0.5660000000000001,1994-06-21,174cm,83kg,22
3794,한승택,2016,KIA,C,-0.23,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,0.179,0.207,0.179,0.386,1994-06-21,174cm,83kg,21
3795,한승택,2013,한화,C,-0.47,24,38,33,2,1,0,0,0,1,2,0,0,3,1,0,12,0,1,0,0.03,0.135,0.03,0.165,1994-06-21,174cm,83kg,18
3796,김지수,2016,넥센,2B,0.32,81,106,91,16,26,5,0,3,40,9,2,2,10,0,0,16,3,4,1,0.28600000000000003,0.353,0.44,0.7929999999999999,1986-08-23,180cm,75kg,29
3797,김지수,2016,넥센,2B,0.32,81,106,91,16,26,5,0,3,40,9,2,2,10,0,0,16,3,4,1,0.28600000000000003,0.353,0.44,0.7929999999999999,1996-10-29,178cm,78kg,19
3798,김지수,2013,넥센,2B,0.16,37,60,48,9,13,2,0,0,15,3,1,0,7,0,0,9,1,4,1,0.271,0.35700000000000004,0.313,0.67,1986-08-23,180cm,75kg,26
3799,김지수,2013,넥센,2B,0.16,37,60,48,9,13,2,0,0,15,3,1,0,7,0,0,9,1,4,1,0.271,0.35700000000000004,0.313,0.67,1996-10-29,178cm,78kg,16
3800,김지수,2019,키움,3B,0.0,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,0.267,0.313,0.33299999999999996,0.6459999999999999,1986-08-23,180cm,75kg,32
3801,김지수,2019,키움,3B,0.0,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,0.267,0.313,0.33299999999999996,0.6459999999999999,1996-10-29,178cm,78kg,22
3802,김지수,2015,넥센,2B,-0.0,104,151,132,23,31,7,0,0,38,13,2,1,9,2,0,27,2,7,1,0.235,0.292,0.28800000000000003,0.58,1986-08-23,180cm,75kg,28
3803,김지수,2015,넥센,2B,-0.0,104,151,132,23,31,7,0,0,38,13,2,1,9,2,0,27,2,7,1,0.235,0.292,0.28800000000000003,0.58,1996-10-29,178cm,78kg,18
3804,김지수,2010,넥센,2B,-0.08,8,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998,1986-08-23,180cm,75kg,23
3805,김지수,2010,넥센,2B,-0.08,8,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998,1996-10-29,178cm,78kg,13
3806,김지수,2009,히어로즈,SS,-0.09,15,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0.0,0.0,0.0,0.0,1986-08-23,180cm,75kg,22
3807,김지수,2009,히어로즈,SS,-0.09,15,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0.0,0.0,0.0,0.0,1996-10-29,178cm,78kg,12
3808,김지수,2014,넥센,SS,-0.11,28,29,23,2,4,0,0,0,4,3,1,0,4,0,0,2,1,2,0,0.174,0.29600000000000004,0.174,0.47,1986-08-23,180cm,75kg,27
3809,김지수,2014,넥센,SS,-0.11,28,29,23,2,4,0,0,0,4,3,1,0,4,0,0,2,1,2,0,0.174,0.29600000000000004,0.174,0.47,1996-10-29,178cm,78kg,17
3810,김지수,2016,롯데,CF,-0.16,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0.0,1986-08-23,180cm,75kg,29
3811,김지수,2016,롯데,CF,-0.16,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0.0,1996-10-29,178cm,78kg,19
3812,김지수,2018,넥센,2B,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,0.147,0.256,0.147,0.40399999999999997,1986-08-23,180cm,75kg,31
3813,김지수,2018,넥센,2B,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,0.147,0.256,0.147,0.40399999999999997,1996-10-29,178cm,78kg,21
3814,김지수,2017,넥센,2B,-0.45,64,40,35,7,6,0,0,1,9,5,0,1,2,0,0,8,0,1,2,0.171,0.205,0.257,0.462,1986-08-23,180cm,75kg,30
3815,김지수,2017,넥센,2B,-0.45,64,40,35,7,6,0,0,1,9,5,0,1,2,0,0,8,0,1,2,0.171,0.205,0.257,0.462,1996-10-29,178cm,78kg,20
3816,나경민,2018,롯데,CF,0.3,87,71,57,23,15,2,0,0,17,1,12,4,10,3,0,21,0,1,0,0.263,0.4,0.298,0.698,1991-12-12,178cm,80kg,26
3817,나경민,2019,롯데,CF,-0.07,45,49,45,10,9,0,2,0,13,7,2,0,3,1,0,12,0,0,0,0.2,0.265,0.289,0.5539999999999999,1991-12-12,178cm,80kg,27
3818,나경민,2017,롯데,CF,-0.13,97,129,117,37,30,5,2,1,42,11,20,3,7,2,0,37,1,2,1,0.256,0.307,0.359,0.6659999999999999,1991-12-12,178cm,80kg,25
3819,나경민,2016,롯데,LF,-0.27,35,66,56,13,13,2,0,0,15,3,3,3,8,0,0,18,0,1,1,0.23199999999999998,0.32299999999999995,0.268,0.591,1991-12-12,178cm,80kg,24
3820,강민국,2019,KIA,SS,0.28,58,94,88,12,24,0,1,0,26,7,2,0,6,0,0,17,2,0,0,0.273,0.319,0.295,0.615,1992-01-10,176cm,80kg,26
3821,강민국,2018,NC,,-0.03,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1992-01-10,176cm,80kg,25
3822,강민국,2015,NC,2B,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1992-01-10,176cm,80kg,22
3823,강민국,2014,NC,SS,-0.07,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1992-01-10,176cm,80kg,21
3824,강민국,2016,NC,SS,-0.15,24,26,23,2,3,1,0,1,7,1,0,0,2,0,0,9,1,1,0,0.13,0.2,0.304,0.504,1992-01-10,176cm,80kg,23
3825,용덕한,2014,롯데,C,0.28,59,92,82,13,25,5,0,1,33,11,0,1,3,1,0,22,4,3,3,0.305,0.326,0.402,0.728,1981-04-09,176cm,82kg,32
3826,용덕한,2012,롯데,두C,0.27,55,80,72,9,17,1,0,1,21,6,3,0,4,1,0,10,0,3,0,0.23600000000000002,0.28600000000000003,0.292,0.5770000000000001,1981-04-09,176cm,82kg,30
3827,용덕한,2006,두산,C,0.15,58,94,84,9,18,3,0,2,27,6,0,0,5,0,0,14,2,4,1,0.214,0.256,0.321,0.5770000000000001,1981-04-09,176cm,82kg,24
3828,용덕한,2005,두산,C,0.12,59,141,130,13,31,5,0,0,36,10,1,3,10,0,0,23,3,1,0,0.23800000000000002,0.293,0.27699999999999997,0.57,1981-04-09,176cm,82kg,23
3829,용덕한,2009,두산,C,0.12,79,212,195,17,48,8,1,1,61,14,0,2,11,3,0,43,13,1,2,0.24600000000000002,0.294,0.313,0.607,1981-04-09,176cm,82kg,27
3830,용덕한,2004,두산,C,0.09,5,3,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.6669999999999998,1981-04-09,176cm,82kg,22
3831,용덕한,2015,KT,NC,0.07,91,157,140,12,34,6,0,1,43,13,2,1,8,4,0,26,2,5,0,0.243,0.303,0.307,0.61,1981-04-09,176cm,82kg,33
3832,용덕한,2016,NC,C,-0.16,88,116,104,16,22,3,0,2,31,7,0,0,8,1,0,21,5,2,1,0.212,0.272,0.298,0.57,1981-04-09,176cm,82kg,34
3833,용덕한,2010,두산,C,-0.21,43,52,44,7,6,2,0,0,8,0,0,0,3,3,0,12,1,2,0,0.136,0.24,0.182,0.42200000000000004,1981-04-09,176cm,82kg,28
3834,용덕한,2011,두산,C,-0.34,60,52,47,3,7,2,0,0,9,2,0,0,0,2,0,8,1,3,0,0.149,0.184,0.191,0.375,1981-04-09,176cm,82kg,29
3835,용덕한,2013,롯데,C,-0.53,56,101,88,6,13,1,0,1,17,4,1,0,7,0,0,24,2,5,1,0.14800000000000002,0.20800000000000002,0.193,0.402,1981-04-09,176cm,82kg,31
3836,김강,2010,한화,1B,0.27,14,26,24,2,10,2,0,0,12,4,0,0,2,0,0,4,1,0,0,0.41700000000000004,0.462,0.5,0.9620000000000001,1988-10-16,188cm,89kg,21
3837,김강,2009,한화,,0.08,7,6,6,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,1988-10-16,188cm,89kg,20
3838,김강,2007,한화,,0.01,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1988-10-16,188cm,89kg,18
3839,김강,2011,한화,1B,-0.14,8,23,19,0,2,1,0,0,3,1,0,0,3,1,0,6,0,0,0,0.105,0.261,0.158,0.419,1988-10-16,188cm,89kg,22
3840,황정립,2013,KIA,1B,0.27,21,57,45,8,11,2,0,1,16,8,0,0,10,2,0,13,2,0,0,0.244,0.40399999999999997,0.35600000000000004,0.759,1989-12-14,182cm,85kg,23
3841,황정립,2012,KIA,1B,-0.14,18,57,47,4,7,0,0,1,10,5,0,0,10,0,0,15,0,0,0,0.149,0.298,0.213,0.511,1989-12-14,182cm,85kg,22
3842,이성우,2017,SK,C,0.27,64,125,111,6,31,5,0,1,39,14,0,0,6,1,0,17,2,7,0,0.27899999999999997,0.322,0.35100000000000003,0.6729999999999999,1981-09-01,180cm,83kg,35
3843,이성우,2009,KIA,C,0.05,13,14,13,2,3,1,0,0,4,2,2,0,1,0,0,3,1,0,0,0.231,0.28600000000000003,0.308,0.593,1981-09-01,180cm,83kg,27
3844,이성우,2011,KIA,C,0.05,15,9,9,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1981-09-01,180cm,83kg,29
3845,이성우,2010,KIA,C,-0.03,10,16,16,2,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,1981-09-01,180cm,83kg,28
3846,이성우,2012,KIA,C,-0.12,16,9,8,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0.0,0.111,0.0,0.111,1981-09-01,180cm,83kg,30
3847,이성우,2018,SK,C,-0.18,88,134,120,10,29,5,0,0,34,5,1,0,8,1,0,16,4,4,1,0.242,0.292,0.28300000000000003,0.5760000000000001,1981-09-01,180cm,83kg,36
3848,이성우,2013,KIA,C,-0.27,15,24,22,0,3,0,0,0,3,0,0,0,0,0,0,7,1,2,0,0.136,0.136,0.136,0.273,1981-09-01,180cm,83kg,31
3849,이성우,2008,KIA,C,-0.31,39,37,31,2,3,0,0,1,6,3,0,0,2,0,0,8,2,3,1,0.09699999999999999,0.147,0.19399999999999998,0.341,1981-09-01,180cm,83kg,26
3850,이성우,2016,KIA,C,-0.33,55,89,76,9,16,1,0,0,17,6,0,0,5,3,0,10,3,4,1,0.21100000000000002,0.282,0.22399999999999998,0.506,1981-09-01,180cm,83kg,34
3851,이성우,2019,LG,C,-0.33,54,74,64,2,10,3,0,0,13,6,0,0,4,3,0,11,2,3,0,0.156,0.239,0.203,0.44299999999999995,1981-09-01,180cm,83kg,37
3852,이성우,2015,KIA,C,-0.34,79,134,117,8,26,8,0,1,37,16,0,0,9,0,1,20,5,5,3,0.222,0.271,0.316,0.588,1981-09-01,180cm,83kg,33
3853,이성우,2014,KIA,C,-0.47,63,134,124,11,29,3,0,1,35,9,1,0,3,1,0,18,9,6,0,0.23399999999999999,0.258,0.282,0.54,1981-09-01,180cm,83kg,32
